Wavelength (nm),Global tilt  mW*cm-2*nm-1 (1sun AM 1.5)
1181.0,4.5514E-02
1182.0,3.2318E-02
1183.0,4.3870E-02
1184.0,4.1985E-02
1185.0,4.0741E-02
1186.0,4.7715E-02
1187.0,4.5575E-02
1188.0,3.3504E-02
1189.0,4.1569E-02
1190.0,4.6239E-02
1191.0,4.4660E-02
1192.0,4.7336E-02
1193.0,4.5434E-02
1194.0,4.6890E-02
1195.0,4.4696E-02
1196.0,4.3131E-02
1197.0,4.7715E-02
1198.0,4.3392E-02
1199.0,3.6489E-02
1200.0,4.4825E-02
1201.0,4.3708E-02
1202.0,4.3717E-02
1203.0,4.3409E-02
1204.0,3.6247E-02
1205.0,4.3692E-02
1206.0,4.8086E-02
1207.0,4.2986E-02
1208.0,4.3346E-02
1209.0,4.1428E-02
1210.0,4.5336E-02
1211.0,4.2232E-02
1212.0,4.2489E-02
1213.0,4.6956E-02
1214.0,4.3407E-02
1215.0,4.2780E-02
1216.0,4.6640E-02
1217.0,4.5528E-02
1218.0,4.5934E-02
1219.0,4.4663E-02
1220.0,4.5805E-02
1221.0,4.6531E-02
1222.0,4.5139E-02
1223.0,4.4406E-02
1224.0,4.4808E-02
1225.0,4.6236E-02
1226.0,4.6819E-02
1227.0,4.3304E-02
1228.0,4.6658E-02
1229.0,4.6721E-02
1230.0,4.6003E-02
1231.0,4.7203E-02
1232.0,4.6633E-02
1233.0,4.5397E-02
1234.0,4.7016E-02
1235.0,4.6504E-02
1236.0,4.6908E-02
1237.0,4.6339E-02
1238.0,4.6797E-02
1239.0,4.6272E-02
1240.0,4.6077E-02
1241.0,4.6197E-02
1242.0,4.6247E-02
1243.0,4.5754E-02
1244.0,4.5528E-02
1245.0,4.5655E-02
1246.0,4.5945E-02
1247.0,4.5746E-02
1248.0,4.5860E-02
1249.0,4.5966E-02
1250.0,4.5705E-02
1251.0,4.5258E-02
1252.0,4.5097E-02
1253.0,4.4773E-02
1254.0,4.4363E-02
1255.0,4.5070E-02
1256.0,4.4023E-02
1257.0,4.3532E-02
1258.0,4.4496E-02
1259.0,4.2725E-02
1260.0,4.3110E-02
1261.0,4.1146E-02
1262.0,3.9567E-02
1263.0,4.0019E-02
1264.0,3.7148E-02
1265.0,3.9570E-02
1266.0,3.8527E-02
1267.0,3.8822E-02
1268.0,3.7051E-02
1269.0,2.4652E-02
1270.0,3.8744E-02
1271.0,4.0825E-02
1272.0,4.0879E-02
1273.0,4.0625E-02
1274.0,4.0614E-02
1275.0,4.1233E-02
1276.0,4.1693E-02
1277.0,4.2001E-02
1278.0,4.2763E-02
1279.0,4.2456E-02
1280.0,4.2204E-02
1281.0,4.1335E-02
1282.0,3.7305E-02
1283.0,4.0733E-02
1284.0,4.2078E-02
1285.0,4.2399E-02
1286.0,4.2714E-02
1287.0,4.2213E-02
1288.0,4.1989E-02
1289.0,4.0936E-02
1290.0,4.1285E-02
1291.0,4.1786E-02
1292.0,3.9618E-02
1293.0,4.1257E-02
1294.0,4.0421E-02
1295.0,4.0514E-02
1296.0,3.8957E-02
1297.0,3.7130E-02
1298.0,3.9183E-02
1299.0,4.0852E-02
1300.0,3.5312E-02
1301.0,3.6228E-02
1302.0,3.9181E-02
1303.0,3.4621E-02
1304.0,3.0062E-02
1305.0,3.8382E-02
1306.0,3.8453E-02
1307.0,3.0594E-02
1308.0,3.4696E-02
1309.0,3.8413E-02
1310.0,3.0114E-02
1311.0,3.3366E-02
1312.0,3.3337E-02
1313.0,3.1352E-02
1314.0,2.8833E-02
1315.0,2.8581E-02
1316.0,3.2419E-02
1317.0,3.1217E-02
1318.0,3.3328E-02
1319.0,2.6855E-02
1320.0,2.5872E-02
1321.0,2.9866E-02
1322.0,3.0217E-02
1323.0,2.3279E-02
1324.0,2.6249E-02
1325.0,3.2224E-02
1326.0,2.8051E-02
1327.0,2.6625E-02
1328.0,2.3450E-02
1329.0,1.7759E-02
1330.0,2.2923E-02
1331.0,1.4480E-02
1332.0,1.4579E-02
1333.0,2.0304E-02
1334.0,1.6925E-02
1335.0,2.3117E-02
1336.0,1.8348E-02
1337.0,1.6454E-02
1338.0,1.7804E-02
1339.0,1.7681E-02
1340.0,1.6831E-02
1341.0,1.7039E-02
1342.0,1.7798E-02
1343.0,1.2711E-02
1344.0,7.5645E-03
1345.0,1.0904E-02
1346.0,5.8186E-03
1347.0,6.0119E-03
1348.0,4.7451E-04
1349.0,1.6159E-03
1350.0,1.6025E-03
1351.0,4.6298E-04
1352.0,1.5164E-04
1353.0,9.6096E-06
1354.0,2.9009E-05
1355.0,3.6034E-07
1356.0,4.8070E-06
1357.0,7.1786E-06
1358.0,4.1948E-07
1359.0,7.3439E-08
1360.0,2.1404E-07
1361.0,4.8133E-10
1362.0,1.8076E-12
1363.0,3.1563E-07
1364.0,1.3589E-07
1365.0,9.0764E-13
1366.0,1.2791E-06
1367.0,4.9764E-07
1368.0,1.4810E-14
1369.0,5.1667E-08
1370.0,2.9200E-08
1371.0,1.9731E-09
1372.0,2.7498E-07
1373.0,4.4401E-06
1374.0,1.7917E-05
1375.0,3.2332E-05
1376.0,2.5748E-05
1377.0,1.2270E-05
1378.0,1.1089E-04
1379.0,5.2164E-06
1380.0,8.1587E-06
1381.0,2.3716E-07
1382.0,2.5672E-07
1383.0,4.4017E-09
1384.0,6.1689E-08
1385.0,2.0899E-07
1386.0,2.5215E-07
1387.0,1.9896E-05
1388.0,4.0262E-07
1389.0,5.8098E-05
1390.0,4.9328E-05
1391.0,3.4384E-05
1392.0,2.3782E-06
1393.0,1.1586E-05
1394.0,7.5526E-06
1395.0,6.7136E-08
1396.0,6.3215E-10
1397.0,4.9057E-06
1398.0,1.2704E-04
1399.0,8.1226E-05
1400.0,3.2466E-10
1401.0,1.0528E-09
1402.0,1.8353E-04
1403.0,2.3800E-04
1404.0,7.3892E-05
1405.0,3.6444E-08
1406.0,2.0448E-04
1407.0,1.7457E-05
1408.0,1.6493E-04
1409.0,6.1919E-05
1410.0,4.6653E-05
1411.0,2.1142E-04
1412.0,2.6396E-04
1413.0,2.3353E-03
1414.0,3.6378E-05
1415.0,1.8366E-05
1416.0,3.5565E-03
1417.0,1.1759E-03
1418.0,1.3559E-03
1419.0,2.1442E-04
1420.0,8.2718E-04
1421.0,9.1637E-04
1422.0,4.6314E-03
1423.0,9.2198E-04
1424.0,1.6975E-03
1425.0,2.5850E-03
1426.0,2.7792E-03
1427.0,4.9546E-03
1428.0,4.5588E-04
1429.0,3.8020E-03
1430.0,6.1601E-03
1431.0,5.0156E-03
1432.0,2.5194E-04
1433.0,3.5834E-03
1434.0,2.0962E-03
1435.0,2.1416E-03
1436.0,3.8351E-03
1437.0,2.9880E-03
1438.0,1.3263E-03
1439.0,5.1039E-03
1440.0,3.9601E-03
1441.0,3.1800E-03
1442.0,3.6317E-03
1443.0,4.5063E-03
1444.0,6.1791E-03
1445.0,4.9751E-03
1446.0,2.3095E-03
1447.0,3.6215E-03
1448.0,1.1569E-02
1449.0,1.0213E-02
1450.0,2.7412E-03
1451.0,1.1271E-03
1452.0,6.2361E-03
1453.0,8.1978E-03
1454.0,1.3759E-02
1455.0,6.6150E-03
1456.0,8.8509E-03
1457.0,1.1700E-02
1458.0,1.3643E-02
1459.0,1.6307E-02
1460.0,8.5421E-03
1461.0,9.0276E-03
1462.0,1.3060E-02
1463.0,4.3225E-03
1464.0,1.5184E-02
1465.0,9.3383E-03
1466.0,6.5197E-03
1467.0,3.6054E-03
1468.0,7.6942E-03
1469.0,9.4845E-03
1470.0,4.9678E-03
1471.0,1.7848E-03
1472.0,4.6771E-03
1473.0,7.0198E-03
1474.0,9.7339E-03
1475.0,1.8463E-02
1476.0,6.8778E-03
1477.0,6.9736E-03
1478.0,6.3480E-03
1479.0,1.2001E-02
1480.0,6.0637E-03
1481.0,1.1529E-02
1482.0,5.8490E-03
1483.0,1.4859E-02
1484.0,1.3747E-02
1485.0,1.2503E-02
1486.0,1.2340E-02
1487.0,6.0629E-03
1488.0,9.4180E-03
1489.0,1.8973E-02
1490.0,1.7478E-02
1491.0,1.9778E-02
1492.0,1.6441E-02
1493.0,1.8157E-02
1494.0,2.0367E-02
1495.0,1.8253E-02
1496.0,1.6852E-02
1497.0,2.2850E-02
1498.0,1.8968E-02
1499.0,2.1759E-02
1500.0,2.5061E-02
1501.0,2.6552E-02
1502.0,2.3356E-02
1503.0,1.8493E-02
1504.0,1.6029E-02
1505.0,1.8402E-02
1506.0,2.5773E-02
1507.0,2.5514E-02
1508.0,2.4302E-02
1509.0,1.8690E-02
1510.0,2.7052E-02
1511.0,2.6474E-02
1512.0,2.6068E-02
1513.0,2.4239E-02
1514.0,2.2571E-02
1515.0,2.6573E-02
1516.0,2.5683E-02
1517.0,2.4929E-02
1518.0,2.5211E-02
1519.0,2.4437E-02
1520.0,2.6450E-02
1521.0,2.7505E-02
1522.0,2.6378E-02
1523.0,2.8004E-02
1524.0,2.7539E-02
1525.0,2.5884E-02
1526.0,2.6745E-02
1527.0,2.6220E-02
1528.0,2.7928E-02
1529.0,2.7244E-02
1530.0,2.5522E-02
1531.0,2.6973E-02
1532.0,2.7839E-02
1533.0,2.7714E-02
1534.0,2.6892E-02
1535.0,2.6686E-02
1536.0,2.7464E-02
1537.0,2.7336E-02
1538.0,2.7202E-02
1539.0,2.7295E-02
1540.0,2.6491E-02
1541.0,2.6904E-02
1542.0,2.6927E-02
1543.0,2.7208E-02
1544.0,2.7210E-02
1545.0,2.7705E-02
1546.0,2.7481E-02
1547.0,2.7309E-02
1548.0,2.6675E-02
1549.0,2.7342E-02
1550.0,2.6990E-02
1551.0,2.7058E-02
1552.0,2.7182E-02
1553.0,2.7132E-02
1554.0,2.6474E-02
1555.0,2.6759E-02
1556.0,2.6310E-02
1557.0,2.7062E-02
1558.0,2.6848E-02
1559.0,2.6808E-02
1560.0,2.6568E-02
1561.0,2.7002E-02
1562.0,2.6756E-02
1563.0,2.6667E-02
1564.0,2.6264E-02
1565.0,2.6728E-02
1566.0,2.6245E-02
1567.0,2.6308E-02
1568.0,2.5722E-02
1569.0,2.5452E-02
1570.0,2.4175E-02
1571.0,2.3507E-02
1572.0,2.3775E-02
1573.0,2.3407E-02
1574.0,2.4145E-02
1575.0,2.3974E-02
1576.0,2.4678E-02
1577.0,2.1602E-02
1578.0,2.3516E-02
1579.0,2.3672E-02
1580.0,2.4464E-02
1581.0,2.4870E-02
1582.0,2.4195E-02
1583.0,2.4755E-02
1584.0,2.4904E-02
1585.0,2.5874E-02
1586.0,2.5569E-02
1587.0,2.5303E-02
1588.0,2.5107E-02
1589.0,2.3233E-02
1590.0,2.4179E-02
1591.0,2.4197E-02
1592.0,2.5225E-02
1593.0,2.5833E-02
1594.0,2.5624E-02
1595.0,2.5823E-02
1596.0,2.4452E-02
1597.0,2.4692E-02
1598.0,2.5421E-02
1599.0,2.4202E-02
1600.0,2.3810E-02
1601.0,2.2323E-02
1602.0,2.2413E-02
1603.0,2.2397E-02
1604.0,2.2842E-02
1605.0,2.3683E-02
1606.0,2.4140E-02
1607.0,2.3296E-02
1608.0,2.2990E-02
1609.0,2.2727E-02
1610.0,2.1760E-02
1611.0,2.2680E-02
1612.0,2.3076E-02
1613.0,2.3719E-02
1614.0,2.3838E-02
1615.0,2.4104E-02
1616.0,2.3050E-02
1617.0,2.3465E-02
1618.0,2.4352E-02
1619.0,2.4100E-02
1620.0,2.3449E-02
1621.0,2.3430E-02
1622.0,2.3754E-02
1623.0,2.4246E-02
1624.0,2.4269E-02
1625.0,2.3782E-02
1626.0,2.3971E-02
1627.0,2.4078E-02
1628.0,2.4126E-02
1629.0,2.4137E-02
1630.0,2.3651E-02
1631.0,2.3806E-02
1632.0,2.3821E-02
1633.0,2.3267E-02
1634.0,2.3282E-02
1635.0,2.3367E-02
1636.0,2.3539E-02
1637.0,2.2700E-02
1638.0,2.2007E-02
1639.0,2.2026E-02
1640.0,2.1511E-02
1641.0,2.1960E-02
1642.0,2.2082E-02
1643.0,2.1535E-02
1644.0,2.2355E-02
1645.0,2.1822E-02
1646.0,2.1749E-02
1647.0,2.2768E-02
1648.0,2.1655E-02
1649.0,2.1867E-02
1650.0,2.2526E-02
1651.0,2.0855E-02
1652.0,2.2373E-02
1653.0,2.2277E-02
1654.0,2.1583E-02
1655.0,2.2231E-02
1656.0,2.2101E-02
1657.0,2.2223E-02
1658.0,2.2487E-02
1659.0,2.2120E-02
1660.0,2.2332E-02
1661.0,2.2384E-02
1662.0,2.1908E-02
1663.0,2.2235E-02
1664.0,2.2098E-02
1665.0,2.1178E-02
1666.0,1.7884E-02
1667.0,2.1068E-02
1668.0,2.1459E-02
1669.0,2.1516E-02
1670.0,2.2168E-02
1671.0,2.1879E-02
1672.0,2.1147E-02
1673.0,2.1629E-02
1674.0,2.1575E-02
1675.0,2.1360E-02
1676.0,2.1145E-02
1677.0,2.1229E-02
1678.0,2.0915E-02
1679.0,2.1303E-02
1680.0,2.0558E-02
1681.0,1.9447E-02
1682.0,2.0366E-02
1683.0,2.0906E-02
1684.0,1.9797E-02
1685.0,2.1321E-02
1686.0,2.1026E-02
1687.0,2.0484E-02
1688.0,2.1013E-02
1689.0,2.0718E-02
1690.0,2.0523E-02
1691.0,1.9303E-02
1692.0,2.0708E-02
1693.0,2.1134E-02
1694.0,2.0477E-02
1695.0,2.0968E-02
1696.0,2.0922E-02
1697.0,1.8107E-02
1698.0,2.0739E-02
1699.0,2.0551E-02
1700.0,1.9975E-02
1702.0,2.0396E-02
1705.0,1.9778E-02
1710.0,1.8790E-02
1715.0,1.8965E-02
1720.0,1.8698E-02
1725.0,1.7808E-02
1730.0,1.7407E-02
1735.0,1.6154E-02
1740.0,1.6818E-02
1745.0,1.5481E-02
1750.0,1.6566E-02
1755.0,1.5301E-02
1760.0,1.5998E-02
1765.0,1.3284E-02
1770.0,1.4172E-02
1775.0,1.1484E-02
1780.0,1.0050E-02
1785.0,7.6981E-03
1790.0,8.8904E-03
1795.0,4.6931E-03
1800.0,3.1828E-03
1805.0,1.4815E-03
1810.0,9.6911E-04
1815.0,3.2816E-04
1820.0,9.8755E-05
1825.0,1.2744E-04
1830.0,5.2041E-07
1835.0,6.4190E-07
1840.0,6.2703E-09
1845.0,6.2658E-07
1850.0,2.9993E-07
1855.0,2.8396E-08
1860.0,1.1151E-06
1865.0,1.6982E-06
1870.0,2.6662E-11
1875.0,4.5130E-11
1880.0,7.7505E-06
1885.0,4.3890E-06
1890.0,2.2333E-05
1895.0,1.2947E-05
1900.0,8.6221E-08
1905.0,5.6667E-08
1910.0,2.3045E-06
1915.0,1.9947E-06
1920.0,4.5069E-05
1925.0,9.3615E-05
1930.0,5.5242E-05
1935.0,3.5935E-04
1940.0,3.2821E-04
1945.0,1.0863E-03
1950.0,1.6727E-03
1955.0,1.0036E-03
1960.0,2.1906E-03
1965.0,2.8563E-03
1970.0,4.8847E-03
1975.0,6.7857E-03
1980.0,7.5512E-03
1985.0,8.3063E-03
1990.0,8.5613E-03
1995.0,8.1190E-03
2000.0,3.8156E-03
2005.0,1.5001E-03
2010.0,3.9748E-03
2015.0,2.6648E-03
2020.0,4.4981E-03
2025.0,7.4010E-03
2030.0,8.4856E-03
2035.0,9.6386E-03
2040.0,8.9781E-03
2045.0,9.1074E-03
2050.0,6.7927E-03
2055.0,5.4906E-03
2060.0,6.9193E-03
2065.0,6.1875E-03
2070.0,6.5676E-03
2075.0,7.7443E-03
2080.0,8.6812E-03
2085.0,8.5102E-03
2090.0,8.9100E-03
2095.0,8.9747E-03
2100.0,8.6133E-03
2105.0,9.3153E-03
2110.0,8.9654E-03
2115.0,9.1673E-03
2120.0,8.7588E-03
2125.0,8.8632E-03
2130.0,8.9774E-03
2135.0,9.0044E-03
2140.0,9.0767E-03
2145.0,8.9486E-03
2150.0,8.4639E-03
2155.0,8.4840E-03
2160.0,8.4170E-03
2165.0,7.6310E-03
2170.0,8.1996E-03
2175.0,8.0448E-03
2180.0,8.1808E-03
2185.0,7.4550E-03
2190.0,7.9068E-03
2195.0,7.8992E-03
2200.0,7.1202E-03
2205.0,7.4010E-03
2210.0,7.9315E-03
2215.0,7.6273E-03
2220.0,7.7730E-03
2225.0,7.5453E-03
2230.0,7.5773E-03
2235.0,7.4299E-03
2240.0,7.3118E-03
2245.0,7.0838E-03
2250.0,7.1937E-03
2255.0,6.7690E-03
2260.0,6.6929E-03
2265.0,6.8137E-03
2270.0,6.4867E-03
2275.0,6.4021E-03
2280.0,6.6288E-03
2285.0,6.3080E-03
2290.0,6.3220E-03
2295.0,6.1265E-03
2300.0,5.8824E-03
2305.0,5.9171E-03
2310.0,6.3870E-03
2315.0,5.8141E-03
2320.0,5.2031E-03
2325.0,5.6215E-03
2330.0,5.6824E-03
2335.0,5.7967E-03
2340.0,4.5836E-03
2345.0,5.1400E-03
2350.0,4.1536E-03
2355.0,4.7473E-03
2360.0,5.0237E-03
2365.0,4.9409E-03
2370.0,3.0817E-03
2375.0,4.4147E-03
2380.0,4.2552E-03
2385.0,3.0826E-03
2390.0,3.7109E-03
2395.0,4.0594E-03
2400.0,4.4150E-03
2405.0,3.3599E-03
2410.0,3.3813E-03
2415.0,2.7300E-03
2420.0,2.6590E-03
2425.0,3.3078E-03
2430.0,4.5099E-03
2435.0,1.4878E-03
2440.0,4.3249E-03
2445.0,2.0798E-03
2450.0,1.3611E-03
2455.0,2.4853E-03
2460.0,3.3363E-03
2465.0,2.4148E-03
2470.0,1.6727E-03
2475.0,1.6455E-03
2480.0,8.0395E-04
2485.0,5.6102E-04
2490.0,3.5113E-04
2495.0,2.8772E-04
2500.0,7.0642E-04
2505.0,1.5191E-04
2510.0,2.2163E-04
2515.0,5.1880E-05
2520.0,3.7054E-05
2525.0,4.1393E-06
2530.0,6.3593E-08
2535.0,1.7502E-08
2540.0,3.7716E-08
2545.0,5.3758E-12
2550.0,2.8222E-14
2555.0,1.0435E-10
2560.0,3.1020E-12
2565.0,1.5955E-15
2570.0,1.5258E-19
2575.0,1.0786E-28
2580.0,3.8214E-23
2585.0,1.7194E-35
2590.0,5.4793E-32
2595.0,2.2838E-34
2600.0,4.4912E-29
2605.0,5.8053E-36
2610.0,5.9447E-35
2615.0,1.1196E-38
2620.0,5.6505E-30
2625.0,3.8687E-29
2630.0,2.8026E-46
2635.0,3.9027E-17
2640.0,1.1750E-17
2645.0,8.9988E-20
2650.0,1.4295E-20
2655.0,1.3133E-28
2660.0,2.6068E-26
2665.0,1.1123E-38
2670.0,0.0000E+00
2675.0,0.0000E+00
2680.0,0.0000E+00
2685.0,0.0000E+00
2690.0,1.0226E-30
2695.0,7.1284E-34
2700.0,0.0000E+00
2705.0,2.9315E-43
2710.0,1.1250E-36
2715.0,3.8557E-27
2720.0,5.6052E-46
2725.0,7.2935E-23
2730.0,6.0734E-20
2735.0,5.4888E-22
2740.0,2.3314E-28
2745.0,1.3146E-24
2750.0,1.6648E-29
2755.0,6.7262E-45
2760.0,0.0000E+00
2765.0,2.6777E-28
2770.0,8.3791E-25
2775.0,3.9990E-39
2780.0,4.8067E-35
2785.0,3.8866E-28
2790.0,1.2170E-17
2795.0,3.6205E-17
2800.0,1.6484E-13
2805.0,6.7478E-15
2810.0,4.0233E-11
2815.0,2.8685E-11
2820.0,2.0548E-12
2825.0,1.7605E-08
2830.0,3.9008E-07
2835.0,2.1276E-11
2840.0,1.9609E-08
2845.0,4.0575E-06
2850.0,1.1566E-07
2855.0,4.4867E-08
2860.0,2.5356E-06
2865.0,1.6763E-05
2870.0,6.3129E-07
2875.0,3.9170E-05
2880.0,2.4724E-05
2885.0,4.5332E-05
2890.0,1.8623E-05
2895.0,2.6643E-04
2900.0,8.1152E-05
2905.0,1.1096E-05
2910.0,2.7220E-04
2915.0,1.2581E-04
2920.0,2.8948E-04
2925.0,1.0835E-04
2930.0,5.8858E-04
2935.0,6.4903E-04
2940.0,1.6273E-04
2945.0,1.4489E-04
2950.0,5.2276E-04
2955.0,2.3361E-04
2960.0,4.5971E-04
2965.0,7.4379E-04
2970.0,3.5233E-05
2975.0,8.5429E-05
2980.0,1.3381E-04
2985.0,6.9628E-04
2990.0,1.0280E-03
2995.0,4.2755E-04
3000.0,7.8472E-04
3005.0,2.8906E-04
3010.0,6.8479E-04
3015.0,5.5551E-04
3020.0,6.3369E-05
3025.0,7.5031E-04
3030.0,6.0753E-04
3035.0,2.4986E-04
3040.0,2.0242E-04
3045.0,4.2090E-04
3050.0,1.0321E-04
3055.0,2.8947E-05
3060.0,6.3012E-04
3065.0,2.9113E-04
3070.0,1.7492E-04
3075.0,6.0221E-04
3080.0,3.6224E-04
3085.0,1.7671E-04
3090.0,2.3805E-04
3095.0,6.5510E-05
3100.0,4.4010E-04
3105.0,9.2155E-05
3110.0,8.4569E-05
3115.0,2.2677E-04
3120.0,9.8197E-04
3125.0,3.0289E-04
3130.0,5.7614E-04
3135.0,1.1446E-03
3140.0,3.3241E-04
3145.0,3.2517E-04
3150.0,6.6744E-04
3155.0,5.6366E-04
3160.0,9.2320E-04
3165.0,1.4017E-03
3170.0,1.2516E-03
3175.0,9.2302E-04
3180.0,1.0621E-03
3185.0,8.0823E-04
3190.0,4.2388E-04
3195.0,2.6927E-04
3200.0,4.3843E-05
3205.0,3.0973E-05
3210.0,1.3634E-05
3215.0,4.9752E-05
3220.0,1.6089E-04
3225.0,1.9875E-05
3230.0,3.4080E-05
3235.0,7.2940E-04
3240.0,3.7464E-04
3245.0,7.3409E-05
3250.0,2.6067E-04
3255.0,9.9378E-04
3260.0,1.2248E-04
3265.0,2.4465E-04
3270.0,1.2186E-04
3275.0,5.9265E-04
3280.0,2.8644E-04
3285.0,1.1128E-03
3290.0,8.7571E-04
3295.0,1.2234E-04
3300.0,1.7794E-04
3305.0,3.9416E-04
3310.0,3.9235E-04
3315.0,1.6133E-06
3320.0,5.9987E-06
3325.0,3.5187E-04
3330.0,4.6616E-04
3335.0,9.0694E-04
3340.0,3.4602E-04
3345.0,3.5408E-04
3350.0,8.0277E-04
3355.0,3.6308E-04
3360.0,5.2402E-04
3365.0,7.1907E-04
3370.0,3.9389E-04
3375.0,8.4560E-04
3380.0,5.1115E-04
3385.0,7.4896E-04
3390.0,9.8552E-04
3395.0,9.5465E-04
3400.0,1.2509E-03
3405.0,4.4594E-04
3410.0,7.0802E-04
3415.0,7.2774E-04
3420.0,1.3165E-03
3425.0,1.0006E-03
3430.0,8.6892E-04
3435.0,1.1553E-03
3440.0,8.0348E-04
3445.0,1.1318E-03
3450.0,1.1153E-03
3455.0,8.3089E-04
3460.0,1.2530E-03
3465.0,9.8179E-04
3470.0,1.2264E-03
3475.0,1.0943E-03
3480.0,1.1224E-03
3485.0,1.2094E-03
3490.0,1.0419E-03
3495.0,1.2265E-03
3500.0,1.1917E-03
3505.0,1.1809E-03
3510.0,1.1963E-03
3515.0,1.1494E-03
3520.0,1.2122E-03
3525.0,1.1428E-03
3530.0,1.1127E-03
3535.0,9.4556E-04
3540.0,9.0310E-04
3545.0,9.5432E-04
3550.0,1.0538E-03
3555.0,9.0581E-04
3560.0,1.0795E-03
3565.0,1.0851E-03
3570.0,8.3376E-04
3575.0,8.6444E-04
3580.0,1.0187E-03
3585.0,9.1671E-04
3590.0,9.4523E-04
3595.0,9.6700E-04
3600.0,1.0262E-03
3605.0,1.0359E-03
3610.0,9.4787E-04
3615.0,9.4726E-04
3620.0,1.1614E-03
3625.0,1.0239E-03
3630.0,9.9550E-04
3635.0,1.0299E-03
3640.0,1.1480E-03
3645.0,1.0599E-03
3650.0,1.0123E-03
3655.0,1.0978E-03
3660.0,1.0914E-03
3665.0,1.0253E-03
3670.0,7.9003E-04
3675.0,4.8286E-04
3680.0,8.3312E-04
3685.0,9.4380E-04
3690.0,9.6922E-04
3695.0,1.0132E-03
3700.0,1.0878E-03
3705.0,1.0770E-03
3710.0,9.3640E-04
3715.0,9.2254E-04
3720.0,1.0376E-03
3725.0,1.0698E-03
3730.0,9.2707E-04
3735.0,8.5837E-04
3740.0,8.8494E-04
3745.0,1.0331E-03
3750.0,9.2903E-04
3755.0,8.9918E-04
3760.0,8.8633E-04
3765.0,8.5502E-04
3770.0,9.1243E-04
3775.0,9.0521E-04
3780.0,9.5746E-04
3785.0,8.8123E-04
3790.0,7.7564E-04
3795.0,8.8692E-04
3800.0,9.8592E-04
3805.0,9.3049E-04
3810.0,8.2451E-04
3815.0,7.7569E-04
3820.0,9.6550E-04
3825.0,9.5056E-04
3830.0,9.5925E-04
3835.0,7.6916E-04
3840.0,8.9756E-04
3845.0,8.7801E-04
3850.0,8.8274E-04
3855.0,8.5085E-04
3860.0,7.9940E-04
3865.0,8.0989E-04
3870.0,7.3604E-04
3875.0,6.7620E-04
3880.0,6.5340E-04
3885.0,6.7717E-04
3890.0,6.8818E-04
3895.0,7.4760E-04
3900.0,7.9254E-04
3905.0,7.9269E-04
3910.0,7.1353E-04
3915.0,6.9868E-04
3920.0,6.9466E-04
3925.0,6.8520E-04
3930.0,7.0502E-04
3935.0,7.3541E-04
3940.0,7.4027E-04
3945.0,7.5412E-04
3950.0,7.6277E-04
3955.0,7.7199E-04
3960.0,7.7482E-04
3965.0,7.8057E-04
3970.0,7.6806E-04
3975.0,7.5097E-04
3980.0,7.3872E-04
3985.0,7.4327E-04
3990.0,7.3723E-04
3995.0,7.2100E-04
4000.0,7.1043E-04